dataset,system_id,lane,family,dimension,condition_exponent,epsilon,seed,U_absolute,reference_error_absolute,reference_response_relative,U_relative_to_parent,I_eff,I_eff_status,R_U,R_U_status,coverage,undercoverage
development,SPD_D02_C04_E1eM16,decimal-source,SPD,2,4,1e-16,13700126623469525899,0.00000000000065518286556236699938361994910474134525871264,1.33541077821226704530992974884360221924404867e-16,0.000000000000768157261263240849307232445069906163183522023,0.000000000000838875698920995077571683006982592582110771377,4906.227179321327633363155626245708625622763280572033890367506751131977141147166278800872148484530606,FINITE,1.092062447657472095878287838389580907259331092982817625615713028815606703700448715357330107311760349,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM16,binary64-operand,SPD,2,4,1e-16,13700126623469525899,0.000000000000134785982653732447822340028360821946447872438,5.11550478952795679306771342201567020087452154e-17,0.000000000000768252764259625606245834696270024202864394174,0.000000000000172575766776733404712990383774454079945379478,2634.852046852840263340368597807667767770672482668050894816703848694643664624891402223794563966536429,FINITE,0.2246340980537137915488302295598454731042857787892659121607185632845155615261502268571635935228633923,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM15,decimal-source,SPD,2,4,1e-15,6900698370647266413,0.0000000000010951647506568709267597555327334976159677624,6.86033121766376439467033186959585420936117059e-17,0.00000000000640338076693403298337634332149342991039221639,0.00000000000140221477686593739765923993970671796824904899,15963.72997031215163784572021107654849759324084933703520936960082653395320409508573885723314462979550,FINITE,0.2189803836290253954636258123279967328387808048209350764068742079346079001166149780292338093253689360,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM15,binary64-operand,SPD,2,4,1e-15,6900698370647266413,0.000000000000210101509712689980672618626242055628386889489,1.12219938528453342163168706831161788050707529e-16,0.00000000000640355220262305504230766950959348947164139645,0.000000000000269007417728038644853527366243593388784638283,1872.229770108266334646560483687143107178407498833864169421466318388566069650645446666071105343263574,FINITE,0.04200909264358717690659193751244684335380936606591547029321836356197634432167279680002363647919646745,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM14,decimal-source,SPD,2,4,1e-14,6447548273440557093,0.000000000000251170841232674749425546484371306440730228136,1.19254157435806586906205044932971885161492395e-16,0.0000000000919105639496773578985118710799687862356028935,0.000000000000329803472006382409438818208350560430680171501,2106.181005621357031260756931554066727037161061201658445706999765281746641904678387670758993654796687,FINITE,0.003588308653910072639519516225098838654020666983242245382956392299133392338000451163142456646930324388,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM14,binary64-operand,SPD,2,4,1e-14,6447548273440557093,0.000000000000342938913261430018268381575660195288498730218,9.44812155201739397191602467653202429071555561e-17,0.0000000000919105966272660227488038702816315791908474142,0.000000000000450300853891481753594186552472236630881088239,3629.704712977624363759578604390007202160160931323132075931210765755352132621084794415547331683226572,FINITE,0.004899335554502279869991658453310227256249272692553128797717246095575408391644060782097859883329880497,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM12,decimal-source,SPD,2,4,1e-12,15899163008075185731,0.000000000000310642505441209885263049023671284183740781239,1.33723359060608654922348689859061007452888515e-17,0.00000000599999999333333422952295195872944895041524689,0.000000000000621285010882419770526098047342568367481562478,23230.23498836987452921601887600731123199773066924754635730837018112944783130263224793883551649845910,FINITE,0.0001035475019287893928755274005564193910282809177563142229137364264947854455116815652218659516975020602,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM12,binary64-operand,SPD,2,4,1e-12,15899163008075185731,0.000000000000222159948732636561258688191891009702915785661,2.55564181354904249598184900024766365741780507e-17,0.00000000599999996936800068654097228397210561846252872,0.00000000000044431989746527311034495709472879352928316811,8692.921971883104633274625024918323676459486479849077156720947697177035934832240749742109603938472957,FINITE,0.00007405331662227904237966212103171946015085033139802650172937768591242751570824917719923173272882397791,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM8,decimal-source,SPD,2,4,1e-8,2620329747813844624,0.000000000000094239519883503412416685984180009015278968315,9.12333705122590829287263943864493988212014219e-18,0.0000948556821698943599862381169094075534881517872,0.000000000000298011528432596631024933449568564984496008198,10329.50107557852325393343040042810388900985822382066106585000935676015687894568317345363211463031252,FINITE,3.141736178743972065812746120815301288011348701982379718658098828890703840306221835277859369778677008E-9,FINITE,TRUE,FALSE
development,SPD_D02_C04_E1eM8,binary64-operand,SPD,2,4,1e-8,2620329747813844624,0.0000000000000333937428061163465117724793653486244422073011,4.04883862520829507062719613336200833752320767e-18,0.0000948556821698644675475659075052136835577945902,0.000000000000105600286865190240170764991135630640325132118,8247.733707687197396417711845726394801809882356058115744487163931184542622517185292670483703263384736,FINITE,1.113273179313440436090075940742947093629345775888016849328084189104303953082282369270957310222054277E-9,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM16,decimal-source,SPD,2,6,1e-16,7794877774274524974,0.0000000000700001790155912904926099132722195386275934153,9.14349665244860101186450233560964506443786612e-17,0.0000000000496138938307979643679734650803132941755416143,0.000000000086824536253959449797856689864939659009694159,765573.4089085651084643775087941506545274844303608690461401527030103400868635248176342787309515220334,FINITE,1.750004475562103015500487701100789296520655588932148742461843532304884712703522281159955785230578266,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM16,binary64-operand,SPD,2,6,1e-16,7794877774274524974,2.0805159682273078116535739859954784507263035e-16,2.90335131724471571443241574339229887717670064e-17,0.0000000000496139307822234592598744497223084973533157607,2.58056245927684190014497884625395469988338263e-16,7.165911875252218012038693038550451384462959546480719069628906637318469411890711575674997536167483605,FINITE,0.000005201286047267697308409973724999050268582707848552076259150320360083058581036437031670185442747439293,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM15,decimal-source,SPD,2,6,1e-15,17628145585040437798,0.000000000113671615314386956430850410116466450114149137,1.68397922063597491086778962754401996415620244e-15,0.000000000554691875187632006263491836691036234072566677,0.000000000157634168300323011169255613932950170525272801,67501.79213699413119427299394023668399451055317275856256042526527186550510968651379674710555269010456,FINITE,0.2841833013094001569754207339056500075564731648336837775998740249660025891365366596742592711751572464,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM15,binary64-operand,SPD,2,6,1e-15,17628145585040437798,0.0000000000111289364472849393276242826617241120489833808,9.80320078624561437818082702657023715717129652e-16,0.000000000554690901356863651514711229605362614641546835,0.0000000000154330580777176544410870204741202280088916289,11352.34979875083147557714465736243004118247901166020962106080202517128511127427799932231382871482161,FINITE,0.02782280733281526429961807102778150883182218505143349624789017872139200336443867409343233890257899709,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM14,decimal-source,SPD,2,6,1e-14,8214231739146521320,0.0000000000444852698955402687242147844343644204039964518,1.2477987377447959091674518067658285647063635e-16,0.00000000832044739051674176093039499653486609278896662,0.0000000000411266465669807747808935237923755454494055052,356509.9767286232755637785084312926654371543397474699437668922756849459933969921124617337389338637145,FINITE,0.004942840767655716472070207209091140055574840608988272421267671033945225522751599035963930168323252974,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM14,binary64-operand,SPD,2,6,1e-14,8214231739146521320,0.0000000000396896030845512712798160606271642206808418796,2.01139704292530522510889704774641917951027901e-16,0.00000000832044746503531123876831584489057003810435233,0.0000000000366930510318367549023213824878715473328006766,197323.5628646848676445273288887328950187463254078807765371138244224677750641647623709363102741319679,FINITE,0.004409985302597068060249643534739151353192359684331025062263105263510531642304008221454532409409861929,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM12,decimal-source,SPD,2,6,1e-12,16830576898471770375,0.0000000000578692183560713314107963288301202353216426043,9.73076878748937822560925118800252001173802569e-17,0.000000857486923305950301373129957840839806422499005,0.0000000000992448907136913452395267097595828591727632006,594703.4568375772279675656667415312803825319132401211852016863558440450860680911251020302620637531596,FINITE,0.0001157392468809473468502117058132567606201601243528043737750974594664673403240882245138367156112311238,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM12,binary64-operand,SPD,2,6,1e-12,16830576898471770375,0.0000000000311990486647743998759174583568027390692967349,1.77434604302436322588959264096073233478297816e-16,0.000000857486922872230376758619368861583156953242753,0.000000000053505927038010920100139828102194131545730596,175834.0701771780114868841911404591301759886994012935483099181449822082434753134326818477503138348111,FINITE,0.00006239853414765551742297555417281948883348849431481886439334419776382086421762437564723983677289099778,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM8,decimal-source,SPD,2,6,1e-8,4700767032875647822,0.0000000000873280287630385751929863887196185486529122851,1.15244200203389204997408568350793041297603663e-15,0.00700112725045986824685207056836211196921425142,0.000000000088214630465712066085842337152111033200376904,75776.50641760482628662409810089525358987917071129887339837644803873545428515866683743140971456675163,FINITE,1.260006100587840309870669742321162984398055988409621845882029097639572463686850912587273726348763616E-8,FINITE,TRUE,FALSE
development,SPD_D02_C06_E1eM8,binary64-operand,SPD,2,6,1e-8,4700767032875647822,0.0000000000823765063941967922774496315947992130249976373,6.70602044093761241264250138602229820884825421e-16,0.00700112725045937855433652900023668441051594083,0.0000000000832128375454193290862441738685185999422083684,122839.6291358145579604518951773062428615160823008297562854210012814437155853006582542360909666401630,FINITE,1.188563420839970072336804392447706856112579567753546469415509574443528126303064499499514718616807037E-8,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM16,decimal-source,SPD,2,8,1e-16,7930080439161776160,0.0000000158234088392294320825832478935665336006975354,0.0000000000000119658133238912611904743489317735843491426237,0.00000000799998792001600100052031671401054576486576606,0.0000000158234088392294320825832478935665336006975354,1322384.731477967575220970398964948394489172875287050510036627564802907843995251218657273153944395912,FINITE,1.977929091572651179473261546696290038097484142138248490210117160571110638316372753039145275642054761,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM16,binary64-operand,SPD,2,8,1e-16,7930080439161776160,0.00000000982340892296522656634415236880299503743691751,1.05249737806701880527295278122977209615856884e-16,0.00000000799999992256620390004935411687200265025757085,0.00000000982340892296515463117827907701717033850052337,93334284.03409962077498851065217574546221604199928625666326310600683303104099266250059185639743003005,FINITE,1.227926127256016999365343586801529497920049819760935587174981168822129359453947649032833258826546720,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM15,decimal-source,SPD,2,8,1e-15,13666721563256398758,0.0000000126242118492585453301564560293034048865279282,7.0560988204003311266872674577946748492172831e-15,0.0000000164396998078119178799085455645851012439819667,0.0000000207540764354639665805768059151701266624673616,1789120.613328131458799976128922173097652870978931785095960915320139611263201183833434488711919913559,FINITE,1.262436460403122240912525585612776898639784923117154725318572298127777852655777562553210320276363490,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM15,binary64-operand,SPD,2,8,1e-15,13666721563256398758,0.00000000272016748982760632209528783679118954283728193,6.16796941642227599882009560049008195414877231e-15,0.0000000164396780683913252571819820705093614936676966,0.00000000447192780628613338366429542062676782213210365,441015.0741968880477899046647636232224052260529492742987460901379539830338540727047249418006505621619,FINITE,0.2720204001369307672151895643384549596873103342103898316548391611522178830827490295753542475762936860,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM14,decimal-source,SPD,2,8,1e-14,17696088028531801888,0.00000000353365749741597029532699749211393867993770686,7.06098759554738861885146808178410501174274837e-15,0.000000759256493900562321078529248205693247929645017,0.00000000383278969344386637628778879464853233933195041,500448.0534202143328589717839758044377069012612865309277762090702611072254301832724526431938445298112,FINITE,0.005048082860317077536805339510300911137368107603388355767512139461822409681527644013920878259006758690,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM14,binary64-operand,SPD,2,8,1e-14,17696088028531801888,0.00000000664876118270717018770073998534381117533874541,6.5729470962193819818916399491359439547510782e-15,0.00000075925649337121237801050116446951538215932314,0.00000000721159403645787667440371478885223633761044388,1011534.260869282644961051367593813388189305971766087874741324345081837781004060960711304687008579551,FINITE,0.009498231624516401107909176538480833652867611938948006412550498537322274737172857277996008828973419792,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM12,decimal-source,SPD,2,8,1e-12,17204118294971870143,0.00000000727071081555847163305625531800891683870435197,0.0000000000000184036326374367690775910809167845854441665508,0.0000406096942547838206189370699606720064120586253,0.00000000738228834437282193047223263756446221364463948,395069.3299956635928697017152256365527357287976596150953444280349248057032701692207721805731167808406,FINITE,0.0001817863561852152731120836117509352728323691127682409589121636824008500366860171202864395651975134902,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM12,binary64-operand,SPD,2,8,1e-12,17204118294971870143,0.00000000157091790556411036767649117841929015815036731,0.0000000000000103826654833261010394005366826585090042160662,0.0000406096942466398643873103123373287855120227912,0.00000000159502547115425455179867799113352503021997268,151301.9858038289292386034314597799546598309684383149517238582356925001624212794904579255430169748531,FINITE,0.00003927696331489199712434064921900500484018919830010734928147633397032117722673234940936140277698538069,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM8,decimal-source,SPD,2,8,1e-8,13436459373671532285,0.00000000197821947986169380449954324631428556575099562,6.35877501472897093864899079694990763543532191e-15,0.098058557859435254612778700588610322594763869,0.00000000387960758845544067250104395393339612891173476,311100.7191289989586761153535550953067435100370206528273245332035920658700776098848186393295182962936,FINITE,3.956419177627281869659991853257697681208885597699111452194899607126984991042187881955640501083994035E-8,FINITE,TRUE,FALSE
development,SPD_D02_C08_E1eM8,binary64-operand,SPD,2,8,1e-8,13436459373671532285,0.000000000890187422309156724806426517639717932520695099,5.42059747930604438736258678115443367280684205e-15,0.0980585578594333720257943996038900166499259149,0.00000000174580116811894202791410198994102288851815534,164223.1185229271588766319827894559436877639006386399777355135738763340914311446663852454469821347799,FINITE,1.780365942788534988749396139938943200862254443819340565385867367459774397303914028760349412729906694E-8,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM16,decimal-source,SPD,2,10,1e-16,15728502274935074776,0.000000899195332630926672970591978536125811257149569,0.0000000000000499750922016608507684799716119487555299327176,0.000000707106144791084394572994006354925830444671012,0.00000127165423462924296805273631558284804694134549,17992869.90812281485208597664732934792435061509279615914644428505726502895944417513099568890220299374,FINITE,1.798392283813281216529159072832690057093580312921713621215248906200230454607670217928774653921602624,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM16,binary64-operand,SPD,2,10,1e-16,15728502274935074776,0.00000039913880828569155348364452107753646147028907,4.02486821808129302101964841222668630324161519e-17,0.000000707106074123085651479882527626630158675970425,0.000000564467515947070634572998934895995903864459882,9916816816.327124614062772357544376645038992091334461539394586834688945706615337158621274947341961956,FINITE,0.7982784148009086622906044975678968889854097748167296016494397747457849656840710650529086928747424807,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM15,decimal-source,SPD,2,10,1e-15,266195556703456573,0.000000196603265948238614357417232426245219607048592,1.49293447290591683403854475402727393197258129e-15,0.00000707099851609401823693395753218440144089770599,0.00000139019502555421771769938419091169808847823641,131689146.1187582518546550401774715166677139632949413891092352489561667249352718892161324892091154756,FINITE,0.1966051926598556288133498338475338755779941695767592597710966617257818275080591570426415146479180327,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM15,binary64-operand,SPD,2,10,1e-15,266195556703456573,0.0000000863811235004783503138592348753492178539815964,0.0000000000000235326946617887955234987821945674374300625889,0.00000707099867194009288572189240053261422187039106,0.000000610806781937054749362198937399436548299389473,3670685.603240315205730525214806757199154531279917113459656860395183694486915672100372730189156366385,FINITE,0.08638196813145005266076757148679562762295857257906561291057237229429892538689902892218680969505173250,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM14,decimal-source,SPD,2,10,1e-14,7993264266710751955,0.000000310689732305859742235417561904354507618336828,0.0000000000000221213064358488386288369762895936131569366255,0.0000707036148282400944862937898725428119831568174,0.000000732302721861688633959983431843401247433296149,14044818.42909464482619742563550533591810723044492276632971785541955956501836245469256841182528527432,FINITE,0.01035735900690039170354625711389125515386265649727158671290969236256949700805573281186843834451763298,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM14,binary64-operand,SPD,2,10,1e-14,7993264266710751955,0.000000428429858460620394314362168433938126569400078,0.0000000000000197100255591800532879819140925389029640635041,0.0000707036148225562102728145256440753674084264326,0.00000100981886060098519371930466672346665983898025,21736646.51901361035870349986031492792404861994408990552335324686595202547139287354503670251273601403,FINITE,0.01428242195445469473944862527936100427875359291045013697123363491579053573782224150885979901231042053,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM12,decimal-source,SPD,2,10,1e-12,5414176322249737425,0.000000247432247194952426425410196672420218067918973,0.0000000000000121310345642383715732042315528066269594197303,0.00966521863244557764671912390067525089864672217,0.000000268377953315499671378569211186297103888776779,20396631.95127390036666598536226368632653780089556833691503448577952602871088386183117382844830972319,FINITE,0.00002776739601260239142490572614178190942770667330986791035260609343766742279092407149718099407878272628,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM12,binary64-operand,SPD,2,10,1e-12,5414176322249737425,0.0000000916948572331211277759447276363609009685287305,5.24630001380623686551052928935908349346137756e-15,0.00966521863246462897037072714386845714035987093,0.000000099457036795988501812825443905588624641928625,17478004.87806943035906633146668199444727006485116857450301755953546454330554084140137792134103651816,FINITE,0.00001029020041635902195372750506186687548133912164181971035081912182440795978303986188037918950776767732,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM8,decimal-source,SPD,2,10,1e-8,15894068073190789212,0.000000224497673844572028658522630438156949809420738,0.0000000000000406882089207569841664521919434312003977917657,0.700105863968207871111222287256967968508083382,0.000000176382030595669674218689761196591273304087015,5517511.824661446895879760254446408607712061983787966886079819616998666803903409235161226875636728727,FINITE,2.519362280383345899988590695502023008516987781329999753512547025275028323706032930911628099792975493E-7,FINITE,TRUE,FALSE
development,SPD_D02_C10_E1eM8,binary64-operand,SPD,2,10,1e-8,15894068073190789212,0.00000016648495411832296885594166081744198196876269,0.0000000000000563564110639971209488047176703318727968475582,0.700105863968169320908151860278348161151194381,0.000000130802933358448602345987494516371447432669286,2954144.009086495188741638734682843743726098548301978632719285285123865009366714724538239282474889210,FINITE,1.868330778106375439379553484188308227319500690347273105121660553607041770675847271607268035345095306E-7,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM16,decimal-source,SPD,4,2,1e-16,15704206836761994310,0.0000000000000200020506912299999024460139838430311845066144,1.0807267901669893263197818360392711769102398e-16,3.74260087578778183658917020403805313413469889e-15,0.0000000000000180352417393608155113552511788125124457499899,185.0796230205357243533693593426848449310200620733667965503599216399444389597887860078723599781654381,FINITE,4.818905979538779675095238969066249815679697617797559619248967650113367237095437852932893890806110530,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM16,binary64-operand,SPD,4,2,1e-16,15704206836761994310,0.0000000000000151460886184771023377985258852734318479886427,1.05179110889175561555689446012975360924895708e-17,3.77769394368858154649529369875933193053846328e-15,0.000000000000013656768191262802747567859812133538973973411,1440.028204311037963276994683325945516635335487765476801272192067512834848976490126381998923652643777,FINITE,3.615107098360696053622186695958098059352470721662452678982411574195172451364512215066430989899809139,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM15,decimal-source,SPD,4,2,1e-15,17471857900932525417,0.0000000000000151024569884850090476616285082629180802920686,9.99865024757292457674991420629881543323770732e-17,0.0000000000000211130110961771784727331557310903627511231341,0.0000000000000143346178061287529864092464631891914770195841,151.0449572146098827916901315647570262387583080499805888579704075664603706639598714347713413334960530,FINITE,0.6789471071099018464185114334998848065164104759433222276655953188870831837235816344803269373999994647,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM15,binary64-operand,SPD,4,2,1e-15,17471857900932525417,0.000000000000010341990514743433084317889505823598780573205,2.81690606335996597090646872061306371008668962e-17,0.0000000000000211054707529042302215692992246221984805596659,9.81618298906523196128475441527056732249920989e-15,367.1400565770962244215094548589089025650167672525632088181336670064298876223711314758509077717200526,FINITE,0.4651013523455510016382863254615999288062239897227076245645691071924863361157118282995841346990563124,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM14,decimal-source,SPD,4,2,1e-14,14385026615111123768,0.0000000000000118352734094011247244832255767797944920682812,4.3376376871395496640605760409610427717427983e-17,0.000000000000610296015361166829138021404150387700065807034,0.000000000000010186181513871562541647852697855217454526865,272.8506681065352550675936234278833845689889530538265611595562883977796864055624848619358241607741685,FINITE,0.01669055877391479666261832516308873581537621616295651387527753715963600025611174394326283805383335302,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM14,binary64-operand,SPD,4,2,1e-14,14385026615111123768,0.0000000000000109168049161714552356629945965004008527271023,6.21766064653078066969261840537239096983707078e-17,0.000000000000610337537022403793219959230164906424469719597,9.39568969647273364863844418306117242261866797e-15,175.5773680292863719891166782840769607735238821509306430152954781809857601665565754733099878628860120,FINITE,0.01539425174848428831879204303348176460187256186499611192107850290480350432141438241512370942681852414,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM12,decimal-source,SPD,4,2,1e-12,7755346036421930937,0.0000000000000286682402798075511456767933626508449904652011,1.54242378534528966734804934002521294867688919e-16,0.000000000072135848976666897781624654361525391018281461,0.0000000000000208530763687936656913903644531959349242935934,185.8648741817076497422393255967881798682941180456913730932439589245480269255365670045975197420672818,FINITE,0.0002890806258555134421974984788900949751958521209667994101730769018586387266061400708602823095888195283,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM12,binary64-operand,SPD,4,2,1e-12,7755346036421930937,0.0000000000000228054615057026130905184971898411910439185538,1.12627465981579476197545802588243887962907942e-16,0.0000000000721358881845527905665072680291637853424767419,0.0000000000000165885323187752069617919424870989303199999337,202.4857907167378463267115132463117908550656324055291601531063692482081191769895389194300730218421729,FINITE,0.0002299622661654214198619905083949181056755597591562265835324178849263886644778338856001591147522143173,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM8,decimal-source,SPD,4,2,1e-8,488136483731022202,0.0000000000000317995477836464796949025436148877976042283859,2.35914006371383566081146359565911112046886085e-16,0.000000634895933511819548866594080980806807346453311,0.0000000000000263174930006382051115958981538625358291192111,134.7929623711556517202331087813814171033544804454940101241969275309319989700445247699822206717591419,FINITE,4.145166414134587482229576291671700692982148991218779173909921384406117052918461165579229033574830494E-8,FINITE,TRUE,FALSE
development,SPD_D04_C02_E1eM8,binary64-operand,SPD,4,2,1e-8,488136483731022202,0.0000000000000295899828757686144764935348976462911770909377,2.01748198376500320756814794928458868188047389e-16,0.000000634895933500953490267675319849366910891073314,0.0000000000000244888440716293360201628600832822808409255414,146.6678915295595664794420538444760319408556032919372135114102334273279263456756581100899716253325425,FINITE,3.857143002411836763957560234108549977022344250370963328879882439984035340877324358759154555477375562E-8,FINITE,TRUE,FALSE
development,SPD_D04_C04_E1eM16,decimal-source,SPD,4,4,1e-16,8350515755889220298,0.000000000000864328936210778009080051191584265807639676575,9.68791176573599829261512359960518621207062156e-17,0.000000000000807885357928308614601317732604696188018681804,0.000000000000998041087979351119116000133650843688816887384,8921.725931358276140879505059064385312653219159337908363895377937963779784400880979467513906368912783,FINITE,1.235374645901079493220689191430358791648335959253665886714570756468360634086457207872243999680607048,FINITE,TRUE,FALSE
